"","Scientific_Name","Common_Name","Taxon","Subtaxon","Lead_Region","State","Q_n","Question","Explanation","Source","Factor","Sensitive"
"2591","Notropis oxyrhynchus","Shiner, sharpnose","Vertebrate","Fish","FWS Region 2: Southwest","TX",6,"Is the species sensitive to changes in chemical concentration (e.g. elevated atmospheric CO2, change in water pH, or dissolved oxygen tolerance)?","","","Chemistry","No"
"2592","Notropis oxyrhynchus","Shiner, sharpnose","Vertebrate","Fish","FWS Region 2: Southwest","TX",7,"Does the species rely on particular triggers for life cycle events (breeding, migration, color change) that are likely to become out of sync with seasonal changes in resource availability or environmental conditions (phenologic mismatch)?  ","","","Phenology","No"
"2593","Notropis oxyrhynchus","Shiner, sharpnose","Vertebrate","Fish","FWS Region 2: Southwest","TX",8,"Is the species is dependent on one or a few other species (e.g. host, pollinator, dominant food item) and may have limited alternatives if the required species declines due to climate change?  ","","","Obligate relationships","No"
"2595","Notropis topeka","Shiner, Topeka","Vertebrate","Fish","FWS Region 6: Mountain Prairie","IA, KS, MN, MO, NE, SD",1,"Does the species have specialized thermal tolerance (e.g. pika, trout) or depend on habitat with an important temperature threshold (e.g. sea ice)? ","""This fish is fairly resistant to natural, short-term stresses but sensitive to permanent changes in habitat such as reduced water quality and increased water temperature.""
","Natureserve","Temperature","Yes"
"2596","Notropis topeka","Shiner, Topeka","Vertebrate","Fish","FWS Region 6: Mountain Prairie","IA, KS, MN, MO, NE, SD",2,"Is the species dependent on habitat with specialized hydrology pattern (e.g. wetland, vernal pool, seasonal streams; sensitivity to drought)?","""Increased periods of protracted drought, potentially resulting from climate change, would exacerbate the impacts of habitat fragmentation and isolation. Increased drought could also impact presently stable population complexes, forcing these populations to seek refuge downstream into larger streams with more predacious fishes and diminished habitat value.""","Natureserve","Hydrology","Yes"
"2597","Notropis topeka","Shiner, Topeka","Vertebrate","Fish","FWS Region 6: Mountain Prairie","IA, KS, MN, MO, NE, SD",3,"Is the species or its habitat sensitive to or dependent upon a certain disturbance regime (e.g. old growth forest, fire-adapted system; seasonal floods)?","","","Disturbance","No"
"2598","Notropis topeka","Shiner, Topeka","Vertebrate","Fish","FWS Region 6: Mountain Prairie","IA, KS, MN, MO, NE, SD",4,"Is the species or its habitat geographically restricted or confined by natural and/or anthropogenic barriers (e.g. mountain range, isolated soil type, coastal zone or island, or hemmed in by urban development)?","","","Isolation","No"
"2599","Notropis topeka","Shiner, Topeka","Vertebrate","Fish","FWS Region 6: Mountain Prairie","IA, KS, MN, MO, NE, SD",5,"Is the species or its habitat threatened by the spread of invasive or “out of balance” species (e.g. weed, forest pest, novel disease)?","","","Injurious species","No"
"2600","Notropis topeka","Shiner, Topeka","Vertebrate","Fish","FWS Region 6: Mountain Prairie","IA, KS, MN, MO, NE, SD",6,"Is the species sensitive to changes in chemical concentration (e.g. elevated atmospheric CO2, change in water pH, or dissolved oxygen tolerance)?","species known to occupy water where ""oxygen levels are generally near saturation (Gorman, pers. comm.)""","Natureserve","Chemistry","Yes"
"2601","Notropis topeka","Shiner, Topeka","Vertebrate","Fish","FWS Region 6: Mountain Prairie","IA, KS, MN, MO, NE, SD",7,"Does the species rely on particular triggers for life cycle events (breeding, migration, color change) that are likely to become out of sync with seasonal changes in resource availability or environmental conditions (phenologic mismatch)?  ","","","Phenology","No"
"2602","Notropis topeka","Shiner, Topeka","Vertebrate","Fish","FWS Region 6: Mountain Prairie","IA, KS, MN, MO, NE, SD",8,"Is the species is dependent on one or a few other species (e.g. host, pollinator, dominant food item) and may have limited alternatives if the required species declines due to climate change?  ","","","Obligate relationships","No"
"2604","Noturus baileyi","Madtom, smoky","Vertebrate","Fish","FWS Region 4: Southeast","TN",1,"Does the species have specialized thermal tolerance (e.g. pika, trout) or depend on habitat with an important temperature threshold (e.g. sea ice)? ","","","Temperature","No"
"2605","Noturus baileyi","Madtom, smoky","Vertebrate","Fish","FWS Region 4: Southeast","TN",2,"Is the species dependent on habitat with specialized hydrology pattern (e.g. wetland, vernal pool, seasonal streams; sensitivity to drought)?","""Clear, cool, rocky riffles, runs, and flowing pools of creeks (Dinkins 1984, Page and Burr 1991, Dinkins and Shute 1996).""","Natureserve","Hydrology","Yes"
"2606","Noturus baileyi","Madtom, smoky","Vertebrate","Fish","FWS Region 4: Southeast","TN",3,"Is the species or its habitat sensitive to or dependent upon a certain disturbance regime (e.g. old growth forest, fire-adapted system; seasonal floods)?","Sedimentation is a threat: ""Activities that contribute sediment discharges into a stream system change the erosion or sedimentation pattern, which can lead to the destruction of riparian vegetation, bank collapse, excessive instream sediment deposition, and increased water turbidity and temperatures."" "," five-year review (http://ecos.fws.gov/docs/five_year_review/doc4146.pdf)","Disturbance","Yes"
"2607","Noturus baileyi","Madtom, smoky","Vertebrate","Fish","FWS Region 4: Southeast","TN",4,"Is the species or its habitat geographically restricted or confined by natural and/or anthropogenic barriers (e.g. mountain range, isolated soil type, coastal zone or island, or hemmed in by urban development)?","""Range includes a 10.8-km section of Citico Creekparts of Abrams Creek, and the Tellico River upstream from Tellico Reservoir, Monroe County, Tennessee.""","Natureserve","Isolation","Yes"
"2608","Noturus baileyi","Madtom, smoky","Vertebrate","Fish","FWS Region 4: Southeast","TN",5,"Is the species or its habitat threatened by the spread of invasive or “out of balance” species (e.g. weed, forest pest, novel disease)?","","","Injurious species","No"
"2609","Noturus baileyi","Madtom, smoky","Vertebrate","Fish","FWS Region 4: Southeast","TN",6,"Is the species sensitive to changes in chemical concentration (e.g. elevated atmospheric CO2, change in water pH, or dissolved oxygen tolerance)?","","","Chemistry","No"
"2610","Noturus baileyi","Madtom, smoky","Vertebrate","Fish","FWS Region 4: Southeast","TN",7,"Does the species rely on particular triggers for life cycle events (breeding, migration, color change) that are likely to become out of sync with seasonal changes in resource availability or environmental conditions (phenologic mismatch)?  ","","","Phenology","No"
"2611","Noturus baileyi","Madtom, smoky","Vertebrate","Fish","FWS Region 4: Southeast","TN",8,"Is the species is dependent on one or a few other species (e.g. host, pollinator, dominant food item) and may have limited alternatives if the required species declines due to climate change?  ","","","Obligate relationships","No"
"2613","Noturus crypticus","Madtom, chucky","Vertebrate","Fish","FWS Region 4: Southeast","TN",1,"Does the species have specialized thermal tolerance (e.g. pika, trout) or depend on habitat with an important temperature threshold (e.g. sea ice)? ","","","Temperature","No"
"2614","Noturus crypticus","Madtom, chucky","Vertebrate","Fish","FWS Region 4: Southeast","TN",2,"Is the species dependent on habitat with specialized hydrology pattern (e.g. wetland, vernal pool, seasonal streams; sensitivity to drought)?","Siltation is one of the primary threats.","listing decision: http://www.gpo.gov/fdsys/pkg/FR-2011-08-09/pdf/2011-20018.pdf","Hydrology","Yes"
"2615","Noturus crypticus","Madtom, chucky","Vertebrate","Fish","FWS Region 4: Southeast","TN",3,"Is the species or its habitat sensitive to or dependent upon a certain disturbance regime (e.g. old growth forest, fire-adapted system; seasonal floods)?","","","Disturbance","No"
"2616","Noturus crypticus","Madtom, chucky","Vertebrate","Fish","FWS Region 4: Southeast","TN",4,"Is the species or its habitat geographically restricted or confined by natural and/or anthropogenic barriers (e.g. mountain range, isolated soil type, coastal zone or island, or hemmed in by urban development)?","""The current range of the chucky madtom is believed to be restricted to an approximately 3-km (1.8-mi) reach of Little Chucky Creek in Greene County, Tennessee.""","listing decision: http://www.gpo.gov/fdsys/pkg/FR-2011-08-09/pdf/2011-20018.pdf","Isolation","Yes"
"2617","Noturus crypticus","Madtom, chucky","Vertebrate","Fish","FWS Region 4: Southeast","TN",5,"Is the species or its habitat threatened by the spread of invasive or “out of balance” species (e.g. weed, forest pest, novel disease)?","","","Injurious species","No"
"2618","Noturus crypticus","Madtom, chucky","Vertebrate","Fish","FWS Region 4: Southeast","TN",6,"Is the species sensitive to changes in chemical concentration (e.g. elevated atmospheric CO2, change in water pH, or dissolved oxygen tolerance)?","Sensitive to oxygen deficiencies.","listing decision: http://www.gpo.gov/fdsys/pkg/FR-2011-08-09/pdf/2011-20018.pdf","Chemistry","Yes"
"2619","Noturus crypticus","Madtom, chucky","Vertebrate","Fish","FWS Region 4: Southeast","TN",7,"Does the species rely on particular triggers for life cycle events (breeding, migration, color change) that are likely to become out of sync with seasonal changes in resource availability or environmental conditions (phenologic mismatch)?  ","","","Phenology","No"
"2620","Noturus crypticus","Madtom, chucky","Vertebrate","Fish","FWS Region 4: Southeast","TN",8,"Is the species is dependent on one or a few other species (e.g. host, pollinator, dominant food item) and may have limited alternatives if the required species declines due to climate change?  ","","","Obligate relationships","No"
"2622","Noturus stanauli","Madtom, pygmy","Vertebrate","Fish","FWS Region 4: Southeast","TN",1,"Does the species have specialized thermal tolerance (e.g. pika, trout) or depend on habitat with an important temperature threshold (e.g. sea ice)? ","","","Temperature","No"
"2623","Noturus stanauli","Madtom, pygmy","Vertebrate","Fish","FWS Region 4: Southeast","TN",2,"Is the species dependent on habitat with specialized hydrology pattern (e.g. wetland, vernal pool, seasonal streams; sensitivity to drought)?","","","Hydrology","No"
"2624","Noturus stanauli","Madtom, pygmy","Vertebrate","Fish","FWS Region 4: Southeast","TN",3,"Is the species or its habitat sensitive to or dependent upon a certain disturbance regime (e.g. old growth forest, fire-adapted system; seasonal floods)?","""The species has been collected on shallow pea-size gravel or fine sand shoals with moderate to strong current (USFWS 1993, 1994).""  Large storm events could scour and remove preferred substrate or deposit silt and smother eggs.","Natureserve","Disturbance","Yes"
"2625","Noturus stanauli","Madtom, pygmy","Vertebrate","Fish","FWS Region 4: Southeast","TN",4,"Is the species or its habitat geographically restricted or confined by natural and/or anthropogenic barriers (e.g. mountain range, isolated soil type, coastal zone or island, or hemmed in by urban development)?","This species ""occurs in the Tennessee River drainage, Tennessee (Page and Burr 1991, USFWS 1993). It has been found, and still exists, in only two short reaches [4 discrete shoal localities] of the Duck and Clinch rivers. These river reaches are about 600 river miles apart and separated by impoundments.""","Natureserve","Isolation","Yes"
